Time,V1,V2,V3,V4,V10,V12,V14,Amount,Class
24,0.247491127783665,0.277665627353681,1.18547084217971,-0.0926025498576041,-0.82988060074647,0.524933232159904,0.0813930875646215,22.75,0
25,-1.94652513121534,-0.0449005054418194,-0.405570068378956,-1.01305733702394,0.573742508037695,-0.215745003282808,0.0338977566837455,0.89,0
26,-2.0742946722629,-0.121481799450951,1.32202063048967,0.410007514171835,0.149450615348245,-0.180523156037298,-0.27979685563853,26.43,0
27,1.17328461017079,0.353497876646456,0.28390506526532,1.1335633178795,-0.0461393022689538,0.979350375717585,0.101417525935881,41.88,0
28,1.32270726911234,-0.17404083293642,0.434555031250987,0.576037652384661,0.868558547570527,-0.111315775017413,0.171945121866125,16.0,0
29,-0.414288810090829,0.905437322625407,1.72745294417921,1.47347126657189,-0.346188231273199,0.786796316060126,-0.0863244719500975,33.0,0
30,1.05938711501788,-0.175319186719244,1.26612964251002,1.18610995469348,-0.0647375556773487,1.00561836488785,-0.0399145024672579,12.99,0
31,1.23742903021294,0.0610425841868962,0.380525879794222,0.761564111432371,-0.207358045517011,0.5271060605933,-0.152535138608542,17.28,0
32,1.11400859541157,0.0855460896870318,0.493702487395368,1.33575998514475,0.0822622587556722,0.626699002489221,0.520787893899183,4.45,0
33,-0.529912284186556,0.873891581460326,1.34724732930113,0.145456676582257,-0.484687683196852,0.851635859904339,0.100974273045751,6.14,0
34,-0.529912284186556,0.873891581460326,1.34724732930113,0.145456676582257,-0.484687683196852,0.851635859904339,0.100974273045751,6.14,0
35,-0.53538776309446,0.865267807575272,1.35107628772237,0.14757547449791,-0.482474471178567,0.853447434991487,0.102252103048142,1.77,0
36,-0.53538776309446,0.865267807575272,1.35107628772237,0.14757547449791,-0.482474471178567,0.853447434991487,0.102252103048142,1.77,0
37,-0.246045948703835,0.47326690335701,1.69573755374059,0.262411487973117,-0.401007068346067,-0.183524462361787,-0.286217451066222,30.49,0
38,-1.45218727859439,1.76512373913739,0.611668540757038,1.17682498424561,0.0471555530038123,1.0963856736135,0.768648040128495,1.8,0
39,0.996369531566045,-0.12258878723806,0.546819472613086,0.706579541087689,-0.408150492552647,1.25371968484033,-0.0375108583595551,20.53,0
40,1.11088034163339,0.168716770722767,0.517143960377807,1.32540691997371,0.0448647914479061,1.28633962057665,0.274457682308765,6.54,0
41,1.24905471963177,-0.624727077037783,-0.710588903536079,-0.991600360912692,-0.307081111779614,0.229981349844581,-0.220846086114885,29.89,0
42,-2.00887179458613,2.19852650316899,0.144241739942708,1.15943226211997,0.129875750830725,1.26504921848771,1.01360321158387,2.35,0
43,-0.607877142993026,1.03134507783793,1.74044973731533,1.23210555042311,0.148455489833925,0.398299276642617,-0.3654390925945,14.8,0
44,-0.935731508971261,0.170415774156885,2.74626126916024,-1.07796491232198,-0.852045975590358,0.953561030493519,-0.233899924821916,9.1,0
45,-0.762255665726893,0.127767751953647,2.65005638571315,-1.87566277123804,-0.0386516694016891,-0.502910878643487,-1.03912460633328,15.99,0
46,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,-0.838586564582682,-0.503140859566824,-1.69202893305906,529.0,1
47,1.13831556625444,0.0569559699973862,0.649418964599217,0.873062040924213,-0.269952637390657,1.12430421589913,-0.188353421358499,21.34,0
48,-0.291540244596543,0.445575313725742,1.2497521162384,-1.73573588991416,-1.49118801152726,0.0565325500897555,0.151922601756511,18.95,0
49,0.201685891430752,0.497483215432781,1.3739125741005,0.571405317647578,-0.480280682110825,0.680906258686799,-0.157405056857078,9.99,0
50,1.38639697419213,-0.794209465382612,0.778224190591254,-0.864708433897642,0.576516808924066,0.0425595121222894,-0.739338428608896,30.9,0
51,-1.06323567874519,1.41819062554828,1.08667286312649,1.24143960031209,0.280672622055497,0.589857529006045,-0.116357328890885,20.22,0
52,1.19935593362078,0.129953154513887,0.863584970776281,1.00263476869323,-0.248177899888804,1.31413104809224,-0.409346352255035,0.99,0
53,-1.00492933857661,-0.985977681437715,-0.0380388289597724,3.71006135915003,-0.230872923441907,-0.0631560504596301,-0.341956368039262,1402.95,0
54,-1.16942245796433,1.15831387032695,1.40679953629777,0.860188897348956,0.659592648943552,-0.097762710197907,0.210182391368661,7.99,0
55,1.09552460629831,-0.116085345733392,1.39791191546724,1.49754690019101,-0.149144652839117,-0.0278409029803608,-0.0624044666639764,2.09,0
56,1.29566762073068,0.341483451353791,0.0815051987484797,0.566746069705835,-0.28104399420091,0.0490931624959103,-0.316750192452704,0.99,0
57,0.158331782301759,0.872687435246972,0.965524582020175,1.80212716128867,0.0326744802467683,0.631916037705799,-0.0476554686939835,21.76,0
58,-0.554064564931988,0.215728297966379,0.84426462904462,-0.753067316254495,-1.35471021992455,0.953745991690559,0.14475220028962,120.96,0
58,-7.452,5.981,-6.774,6.102,-8.913,-7.451,-10.225,5500.0,1
59,-1.33088157532471,0.26754022707339,-0.168469573562158,-0.701232147988771,-0.165753217895266,-0.0156362827296156,-0.0412000005982097,13.84,0
60,1.11069200372208,0.0819419013829698,0.406063037313593,1.29074038305994,0.0652667231931254,0.793137179599713,0.422995451627276,13.84,0
61,1.15431211678574,0.265462317325236,0.384870524075104,0.575007040189308,-0.161677216936728,1.13082593391895,-0.0707926116953762,2.67,0
62,0.986063325558912,-0.202964586766765,-0.492768147356141,0.407691274714408,-0.192253127963734,0.430307932699876,0.371566359048745,169.05,0
63,1.1387593359078,-1.19295282747355,1.40713083554771,-0.330070103385594,0.493931277386145,-0.182695452453829,-0.586610838748991,96.94,0
64,1.14552438734553,0.575067968122658,0.194008459987088,2.59819174498796,0.757952330755115,-0.660863324849119,0.788863794122663,34.13,0
65,-0.249361327961551,0.399227372862504,0.068009333708328,-1.06061882632292,-0.269501562245437,-0.161505830003069,-0.27619076761852,32.51,0
66,-0.522666281326226,1.00992300182961,0.276469594612311,1.47528945859934,0.516352274838619,0.589225512111296,0.0205102490819948,243.66,0
67,-0.899992449383227,0.136254782203579,1.88366470990807,-0.208996095601994,-0.504170551077414,-0.236629189514631,0.384573507124186,21.55,0
68,-0.7147640190509,0.514968588809346,1.82167562698994,0.616433633112349,0.264554166932915,-0.359860224587481,-0.78399685528552,59.9,0
69,-0.948896382774995,0.248413620091971,2.956914245378,2.81374999056136,1.03493960020462,-0.189877966199305,-0.939053267606033,0.75,0
